County	State	Year	Population
Tallapoosa County	Alabama	2013	41191
Tallapoosa County	Alabama	2014	41112
Tallapoosa County	Alabama	2015	40844
Balance of Tallapoosa County	Alabama	2010	18872
Balance of Tallapoosa County	Alabama	2011	18853
Balance of Tallapoosa County	Alabama	2012	18703
Balance of Tallapoosa County	Alabama	2013	18643
Balance of Tallapoosa County	Alabama	2014	18590
Balance of Tallapoosa County	Alabama	2015	18503
Tuscaloosa County	Alabama	2010	194977
Tuscaloosa County	Alabama	2011	196638
Tuscaloosa County	Alabama	2012	198543
Tuscaloosa County	Alabama	2013	200615
Tuscaloosa County	Alabama	2014	202519
Tuscaloosa County	Alabama	2015	203976
Balance of Tuscaloosa County	Alabama	2010	72069
Balance of Tuscaloosa County	Alabama	2011	72378
Balance of Tuscaloosa County	Alabama	2012	72507
Balance of Tuscaloosa County	Alabama	2013	72622
Balance of Tuscaloosa County	Alabama	2014	72426
Balance of Tuscaloosa County	Alabama	2015	71989
Walker County	Alabama	2010	67004
Walker County	Alabama	2011	66641
Walker County	Alabama	2012	66184
Walker County	Alabama	2013	65929
Walker County	Alabama	2014	65567
Walker County	Alabama	2015	65294
Balance of Walker County	Alabama	2010	41197
Balance of Walker County	Alabama	2011	40972
Balance of Walker County	Alabama	2012	40693
Balance of Walker County	Alabama	2013	40533
Balance of Walker County	Alabama	2014	40313
Balance of Walker County	Alabama	2015	40148
Washington County	Alabama	2010	17610
Washington County	Alabama	2011	17336
Washington County	Alabama	2012	17115
Washington County	Alabama	2013	16869
Washington County	Alabama	2014	16863
Washington County	Alabama	2015	16804
Balance of Washington County	Alabama	2010	15537
Balance of Washington County	Alabama	2011	15293
Balance of Washington County	Alabama	2012	15097
Balance of Washington County	Alabama	2013	14877
Balance of Washington County	Alabama	2014	14872
Balance of Washington County	Alabama	2015	14817
Wilcox County	Alabama	2010	11557
Wilcox County	Alabama	2011	11488
Wilcox County	Alabama	2012	11365
Wilcox County	Alabama	2013	11210
Wilcox County	Alabama	2014	11052
Wilcox County	Alabama	2015	11059
Balance of Wilcox County	Alabama	2010	8250
Balance of Wilcox County	Alabama	2011	8194
Balance of Wilcox County	Alabama	2012	8109
Balance of Wilcox County	Alabama	2013	7997
Balance of Wilcox County	Alabama	2014	7881
Balance of Wilcox County	Alabama	2015	7882
Winston County	Alabama	2010	24401
Winston County	Alabama	2011	24340
Winston County	Alabama	2012	24176
Winston County	Alabama	2013	24154
Winston County	Alabama	2014	24101
Winston County	Alabama	2015	23877
Balance of Winston County	Alabama	2010	17394
Balance of Winston County	Alabama	2011	17353
Balance of Winston County	Alabama	2012	17235
Balance of Winston County	Alabama	2013	17216
Balance of Winston County	Alabama	2014	17176
Balance of Winston County	Alabama	2015	17009
Apache County	Arizona	2010	71766
Apache County	Arizona	2011	72387
Apache County	Arizona	2012	72946
Apache County	Arizona	2013	71953
Apache County	Arizona	2014	71858
Apache County	Arizona	2015	71474
Balance of Apache County	Arizona	2010	61409
Balance of Apache County	Arizona	2011	61956
Balance of Apache County	Arizona	2012	62409
Balance of Apache County	Arizona	2013	61569
Balance of Apache County	Arizona	2014	61489
Balance of Apache County	Arizona	2015	61168
Cochise County	Arizona	2010	131809
Cochise County	Arizona	2011	132996
Cochise County	Arizona	2012	131888
Cochise County	Arizona	2013	129605
Cochise County	Arizona	2014	127321
Cochise County	Arizona	2015	126427
Balance of Cochise County	Arizona	2010	51231
Balance of Cochise County	Arizona	2011	51563
Balance of Cochise County	Arizona	2012	51063
Balance of Cochise County	Arizona	2013	50553
Balance of Cochise County	Arizona	2014	50135
Balance of Cochise County	Arizona	2015	49765
Coconino County	Arizona	2010	134626
Coconino County	Arizona	2011	134182
Coconino County	Arizona	2012	135978
Coconino County	Arizona	2013	136612
Coconino County	Arizona	2014	137637
Coconino County	Arizona	2015	139097
Balance of Coconino County	Arizona	2010	53260
Balance of Coconino County	Arizona	2011	52846
Balance of Coconino County	Arizona	2012	52788
Balance of Coconino County	Arizona	2013	53047
Balance of Coconino County	Arizona	2014	53322
Balance of Coconino County	Arizona	2015	53369
Gila County	Arizona	2010	53544
Gila County	Arizona	2011	53473
Gila County	Arizona	2012	53031
Gila County	Arizona	2013	53025
Gila County	Arizona	2014	53139
Gila County	Arizona	2015	53159
Balance of Gila County	Arizona	2010	25544
Balance of Gila County	Arizona	2011	25561
Balance of Gila County	Arizona	2012	25353
Balance of Gila County	Arizona	2013	25344
Balance of Gila County	Arizona	2014	25383
Balance of Gila County	Arizona	2015	25362
Graham County	Arizona	2010	37137
Graham County	Arizona	2011	37081
Graham County	Arizona	2012	36946
Graham County	Arizona	2013	37386
Graham County	Arizona	2014	37958
Graham County	Arizona	2015	37666
Balance of Graham County	Arizona	2010	20378
Balance of Graham County	Arizona	2011	20334
Balance of Graham County	Arizona	2012	20134
Balance of Graham County	Arizona	2013	20400
Balance of Graham County	Arizona	2014	20663
Balance of Graham County	Arizona	2015	20467
Greenlee County	Arizona	2010	8339
Greenlee County	Arizona	2011	8589
Greenlee County	Arizona	2012	8768
Greenlee County	Arizona	2013	8908
Greenlee County	Arizona	2014	9323
Greenlee County	Arizona	2015	9529
Balance of Greenlee County	Arizona	2010	4379
Balance of Greenlee County	Arizona	2011	4519
Balance of Greenlee County	Arizona	2012	4614
Balance of Greenlee County	Arizona	2013	4696
Balance of Greenlee County	Arizona	2014	4926
Balance of Greenlee County	Arizona	2015	5045
La Paz County	Arizona	2010	20446
La Paz County	Arizona	2011	20479
La Paz County	Arizona	2012	20351
La Paz County	Arizona	2013	20377
La Paz County	Arizona	2014	20314
La Paz County	Arizona	2015	20152
Balance of La Paz County	Arizona	2010	13707
Balance of La Paz County	Arizona	2011	13676
Balance of La Paz County	Arizona	2012	13644
Balance of La Paz County	Arizona	2013	13607
Balance of La Paz County	Arizona	2014	13575
Balance of La Paz County	Arizona	2015	13480
Maricopa County	Arizona	2010	3825597
Maricopa County	Arizona	2011	3871957
Maricopa County	Arizona	2012	3945460
Maricopa County	Arizona	2013	4015328
Maricopa County	Arizona	2014	4090022
Maricopa County	Arizona	2015	4167947
Balance of Maricopa County	Arizona	2010	282962
Balance of Maricopa County	Arizona	2011	285954
Balance of Maricopa County	Arizona	2012	290421
Balance of Maricopa County	Arizona	2013	294112
Balance of Maricopa County	Arizona	2014	297655
Balance of Maricopa County	Arizona	2015	301192
Mohave County	Arizona	2010	200374
Mohave County	Arizona	2011	202671
Mohave County	Arizona	2012	203232
Mohave County	Arizona	2013	202839
Mohave County	Arizona	2014	203331
Mohave County	Arizona	2015	204737
Balance of Mohave County	Arizona	2010	75273
Balance of Mohave County	Arizona	2011	77123
Balance of Mohave County	Arizona	2012	77761
Balance of Mohave County	Arizona	2013	77595
Balance of Mohave County	Arizona	2014	77634
Balance of Mohave County	Arizona	2015	77995
Navajo County	Arizona	2010	107715
Navajo County	Arizona	2011	107429
Navajo County	Arizona	2012	107033
Navajo County	Arizona	2013	107424
Navajo County	Arizona	2014	108119
Navajo County	Arizona	2015	108277
Balance of Navajo County	Arizona	2010	68232
Balance of Navajo County	Arizona	2011	68103
Balance of Navajo County	Arizona	2012	68004
Balance of Navajo County	Arizona	2013	68230
Balance of Navajo County	Arizona	2014	68579
Balance of Navajo County	Arizona	2015	68636
Pima County	Arizona	2010	981870
Pima County	Arizona	2011	988024
Pima County	Arizona	2012	992973
Pima County	Arizona	2013	997418
Pima County	Arizona	2014	1004244
Pima County	Arizona	2015	1010025
Balance of Pima County	Arizona	2010	353627
Balance of Pima County	Arizona	2011	355367
Balance of Pima County	Arizona	2012	357437
Balance of Pima County	Arizona	2013	358378
Balance of Pima County	Arizona	2014	360921
Balance of Pima County	Arizona	2015	362082
Pinal County	Arizona	2010	379384
Pinal County	Arizona	2011	378044
Pinal County	Arizona	2012	382349
Pinal County	Arizona	2013	385360
Pinal County	Arizona	2014	396521
Pinal County	Arizona	2015	406584
Balance of Pinal County	Arizona	2010	184564
Balance of Pinal County	Arizona	2011	184012
Balance of Pinal County	Arizona	2012	186664
Balance of Pinal County	Arizona	2013	189492
Balance of Pinal County	Arizona	2014	195408
Balance of Pinal County	Arizona	2015	201344
Santa Cruz County	Arizona	2010	47410
Santa Cruz County	Arizona	2011	47657
Santa Cruz County	Arizona	2012	47464
Santa Cruz County	Arizona	2013	47120
Santa Cruz County	Arizona	2014	46661
Santa Cruz County	Arizona	2015	46461
Balance of Santa Cruz County	Arizona	2010	25690
Balance of Santa Cruz County	Arizona	2011	25877
Balance of Santa Cruz County	Arizona	2012	25708
Balance of Santa Cruz County	Arizona	2013	25546
Balance of Santa Cruz County	Arizona	2014	25369
Balance of Santa Cruz County	Arizona	2015	25319
Yavapai County	Arizona	2010	211122
Yavapai County	Arizona	2011	211135
Yavapai County	Arizona	2012	212468
Yavapai County	Arizona	2013	215271
Yavapai County	Arizona	2014	218852
Yavapai County	Arizona	2015	222255
Balance of Yavapai County	Arizona	2010	83796
Balance of Yavapai County	Arizona	2011	83884
Balance of Yavapai County	Arizona	2012	84461
Balance of Yavapai County	Arizona	2013	85474
Balance of Yavapai County	Arizona	2014	86830
Balance of Yavapai County	Arizona	2015	87831
Yuma County	Arizona	2010	197069
Yuma County	Arizona	2011	202628
Yuma County	Arizona	2012	202375
Yuma County	Arizona	2013	202173
Yuma County	Arizona	2014	203483
Yuma County	Arizona	2015	204275
Balance of Yuma County	Arizona	2010	60144
Balance of Yuma County	Arizona	2011	60646
Balance of Yuma County	Arizona	2012	60780
Balance of Yuma County	Arizona	2013	60755
Balance of Yuma County	Arizona	2014	60871
Balance of Yuma County	Arizona	2015	60632
Arkansas County	Arkansas	2010	19014
Arkansas County	Arkansas	2011	18883
Arkansas County	Arkansas	2012	18984
Arkansas County	Arkansas	2013	18791
Arkansas County	Arkansas	2014	18564
Arkansas County	Arkansas	2015	18433
Balance of Arkansas County	Arkansas	2010	4944
Balance of Arkansas County	Arkansas	2011	4903
Balance of Arkansas County	Arkansas	2012	4928
Balance of Arkansas County	Arkansas	2013	4871
Balance of Arkansas County	Arkansas	2014	4808
Balance of Arkansas County	Arkansas	2015	4769
Ashley County	Arkansas	2010	21831
Ashley County	Arkansas	2011	21651
Ashley County	Arkansas	2012	21491
Ashley County	Arkansas	2013	21238
Ashley County	Arkansas	2014	20926
Ashley County	Arkansas	2015	20838
Balance of Ashley County	Arkansas	2010	11657
Balance of Ashley County	Arkansas	2011	11566
Balance of Ashley County	Arkansas	2012	11488
Balance of Ashley County	Arkansas	2013	11357
Balance of Ashley County	Arkansas	2014	11168
Balance of Ashley County	Arkansas	2015	11129
Baxter County	Arkansas	2010	41538
Baxter County	Arkansas	2011	41273
Baxter County	Arkansas	2012	41066
Baxter County	Arkansas	2013	40965
Baxter County	Arkansas	2014	40842
Baxter County	Arkansas	2015	41053
Balance of Baxter County	Arkansas	2010	23990
Balance of Baxter County	Arkansas	2011	23832
Balance of Baxter County	Arkansas	2012	23718
Balance of Baxter County	Arkansas	2013	23618
Balance of Baxter County	Arkansas	2014	23501
Balance of Baxter County	Arkansas	2015	23630
Benton County	Arkansas	2010	223010
Benton County	Arkansas	2011	227899
Benton County	Arkansas	2012	232973
Benton County	Arkansas	2013	237580
Benton County	Arkansas	2014	242868
Benton County	Arkansas	2015	249672
Balance of Benton County	Arkansas	2010	42965
Balance of Benton County	Arkansas	2011	43554
Balance of Benton County	Arkansas	2012	44121
Balance of Benton County	Arkansas	2013	44550
Balance of Benton County	Arkansas	2014	44993
Balance of Benton County	Arkansas	2015	45516
Boone County	Arkansas	2010	36897
Boone County	Arkansas	2011	37045
Boone County	Arkansas	2012	37328
Boone County	Arkansas	2013	37387
Boone County	Arkansas	2014	37152
Boone County	Arkansas	2015	37222
Balance of Boone County	Arkansas	2010	21001
Balance of Boone County	Arkansas	2011	21016
Balance of Boone County	Arkansas	2012	21168
Balance of Boone County	Arkansas	2013	21193
Balance of Boone County	Arkansas	2014	21051
Balance of Boone County	Arkansas	2015	21088
Bradley County	Arkansas	2010	11486
Bradley County	Arkansas	2011	11450
Bradley County	Arkansas	2012	11280
Bradley County	Arkansas	2013	11145
Bradley County	Arkansas	2014	11061
Bradley County	Arkansas	2015	11094
Balance of Bradley County	Arkansas	2010	4541
Balance of Bradley County	Arkansas	2011	4509
Balance of Bradley County	Arkansas	2012	4445
Balance of Bradley County	Arkansas	2013	4391
Balance of Bradley County	Arkansas	2014	4354
Balance of Bradley County	Arkansas	2015	4366
Calhoun County	Arkansas	2010	5338
Calhoun County	Arkansas	2011	5286
Calhoun County	Arkansas	2012	5306
Calhoun County	Arkansas	2013	5214
Calhoun County	Arkansas	2014	5188
Calhoun County	Arkansas	2015	5229
Balance of Calhoun County	Arkansas	2010	3311
Balance of Calhoun County	Arkansas	2011	3279
Balance of Calhoun County	Arkansas	2012	3291
Balance of Calhoun County	Arkansas	2013	3236
Balance of Calhoun County	Arkansas	2014	3222
Balance of Calhoun County	Arkansas	2015	3249
Carroll County	Arkansas	2010	27544
Carroll County	Arkansas	2011	27449
Carroll County	Arkansas	2012	27575
Carroll County	Arkansas	2013	27725
Carroll County	Arkansas	2014	27722
Carroll County	Arkansas	2015	27704
Balance of Carroll County	Arkansas	2010	16826
Balance of Carroll County	Arkansas	2011	16764
Balance of Carroll County	Arkansas	2012	16836
Balance of Carroll County	Arkansas	2013	16921
Balance of Carroll County	Arkansas	2014	16916
Balance of Carroll County	Arkansas	2015	16904
Chicot County	Arkansas	2010	11793
Chicot County	Arkansas	2011	11680
Chicot County	Arkansas	2012	11479
Chicot County	Arkansas	2013	11360
Chicot County	Arkansas	2014	11217
Chicot County	Arkansas	2015	11027
Balance of Chicot County	Arkansas	2010	4066
Balance of Chicot County	Arkansas	2011	4025
Balance of Chicot County	Arkansas	2012	3949
Balance of Chicot County	Arkansas	2013	3906
Balance of Chicot County	Arkansas	2014	3857
Balance of Chicot County	Arkansas	2015	3787
Clark County	Arkansas	2010	22947
Clark County	Arkansas	2011	22944
Clark County	Arkansas	2012	22811
Clark County	Arkansas	2013	22666
Clark County	Arkansas	2014	22699
Clark County	Arkansas	2015	22633
Balance of Clark County	Arkansas	2010	8332
Balance of Clark County	Arkansas	2011	8264
Balance of Clark County	Arkansas	2012	8247
Balance of Clark County	Arkansas	2013	8169
Balance of Clark County	Arkansas	2014	8110
Balance of Clark County	Arkansas	2015	8086
Clay County	Arkansas	2010	16050
Clay County	Arkansas	2011	15829
Clay County	Arkansas	2012	15573
Clay County	Arkansas	2013	15312
Clay County	Arkansas	2014	15176
Clay County	Arkansas	2015	15109
Balance of Clay County	Arkansas	2010	5262
Balance of Clay County	Arkansas	2011	5186
Balance of Clay County	Arkansas	2012	5100
Balance of Clay County	Arkansas	2013	5011
Balance of Clay County	Arkansas	2014	4963
Balance of Clay County	Arkansas	2015	4943
Cleburne County	Arkansas	2010	25999
